,Close,High,Low,Open,Volume,rsi_14,rsi_30,roc_9,mom_30,macd,ema_10,ema_30,ema_200,%k_10,%d_10,%k_30,%d_30,%k_200,%d_200,bb_mavg,bb_high,bb_low,atr_14,cci_20,cmf_20,obv,adl
2019-08-02,10518.1748046875,10657.953125,10371.013671875,10402.04296875,17489094082,52.90055640446024,52.939059050426486,7.197863489622999,-12.064728771409024,-163.7149420065034,10078.726877991277,10263.906204985242,7441.761877446652,90.05600975967631,81.88195585995251,34.16301702683778,29.532004066718073,68.4943030263613,66.72903607653545,10094.228857421875,11011.866010760223,9176.591704083527,587.9483763686039,75.56066323199227,0.060719905934340415,604149367078,455779551300.06915
2019-08-03,10821.7265625,10946.78125,10503.5048828125,10519.2783203125,15352685061,55.93309616391451,54.21627848126865,9.179774902297854,-3.5104376222505813,-93.64155174319785,10213.817729720135,10299.894615147485,7475.393366850168,92.61989727701089,92.90686758389977,41.81610739444769,35.71813126622723,71.4115368165304,69.0870873250964,10122.512255859376,11091.775353343744,9153.249158375007,577.6146614270965,116.36591649233841,0.13986631505027824,619502052139,462469806442.8183
2019-08-04,10970.1845703125,11009.20703125,10620.2783203125,10821.6328125,16530894787,57.3784543344112,54.8364152041082,11.143333493945054,-0.07537842880007486,-25.830803173023014,10351.3389734642,10343.139128383938,7510.167408675664,97.7789153987936,93.48494081182692,45.55900303034183,40.512709150542435,72.83826786211151,70.91470256833439,10126.2669921875,11107.97418103828,9144.55980333672,564.1370935349825,129.66077266990703,0.1303352248692011,636032946926,475683506186.3735
2019-08-05,11805.6533203125,11895.091796875,10960.7353515625,10960.7353515625,23875988832,64.44591928172599,58.1374624998391,24.5627214934104,5.327205547940695,94.23872409048272,10615.759763800253,10437.49488270191,7552.9085620252845,96.61576175199227,95.67152480926558,66.6226855111843,51.332598645324616,80.86740162728576,75.03906876864255,10242.667578125,11421.428506965483,9063.906649284516,590.5813329476623,200.81178968447654,0.2502708718035864,659908935758,494988579757.34985
2019-08-06,11478.1689453125,12273.8212890625,11290.7314453125,11811.544921875,23635107660,60.229999086106005,56.463990168102335,20.154262942146847,0.2386047633793455,161.1122357745371,10772.561433166116,10504.635144805821,7591.965879271924,73.66718799136792,89.3539550473846,58.36621045758457,56.849299666370236,77.72016739155943,77.14194562698556,10331.885888671875,11597.85583378788,9065.91594355587,618.6176551478293,186.6998390126164,0.18695453960859137,636273828098,480366087821.5091
2019-08-07,11941.96875,12036.990234375,11433.701171875,11476.193359375,22194988641,63.83805606995783,58.22570195287265,25.45210849229118,-2.7998570204599527,248.66825087785764,10985.180945317732,10597.36634514093,7635.2494899259345,88.30057278879666,86.19450751071895,70.05944472949989,65.01611356608959,82.17743844101237,80.25500248661918,10395.660205078126,11838.744971911621,8952.57543824463,617.5227556729843,167.9412087038916,0.16753035317118334,658468816739,495569400672.4177
2019-08-08,11966.4072265625,11979.419921875,11556.16796875,11954.0400390625,19481591730,64.02326748747545,58.317642130794155,24.55375593540233,-4.830716804767846,316.3819502899714,11163.585723725872,10685.69156329716,7678.34558680789,89.1621487722241,83.70996985079623,70.67558304781282,66.36707941163243,82.41230036413921,80.76996873223702,10467.4439453125,12064.842569065839,8870.04532155916,603.6462697766998,144.94247030647435,0.2064339802916002,677950408469,513853086448.23
2019-08-09,11862.9365234375,11970.4580078125,11709.7451171875,11953.4697265625,18339989960,62.562247085649034,57.76084594490234,17.62219076631225,-2.414970306313271,357.57442849416475,11290.740414582531,10761.642851048151,7719.983307570375,84.64397591043019,87.36889915715032,86.791187008746,75.8420715953529,81.41791234404,82.00255038306386,10522.2337890625,12228.45506998785,8816.012508137152,579.1510284087212,128.62465259586745,0.21343706097273232,659610418509,517065761919.1419
2019-08-10,11354.0244140625,11915.6552734375,11323.8984375,11861.556640625,18125355447,55.815653801045464,55.08489902671661,9.176787008976492,-0.04082959126561416,345.1758379804214,11302.246596306162,10799.861016403916,7756.142920570296,60.889693532011904,78.23193940488872,70.43106503757994,75.96594503137959,76.52709697735051,80.1191032285099,10559.979736328125,12304.309209530536,8815.650263125714,580.0514432322054,87.46542669838236,0.16978074597897677,641485063062,500785907868.0598
2019-08-11,11523.5791015625,11523.5791015625,11248.294921875,11349.740234375,15774371518,57.46156134267779,55.79080495507157,9.558733483179367,-2.474674719845416,345.0539448373984,11342.48886998913,10846.552505768987,7793.629847744348,60.571831817190365,68.70183375321082,75.88178102012876,77.70134435548489,78.15657416180512,78.70052782773188,10619.003369140624,12409.268181012292,8828.738557268956,558.2823529790122,70.15246582909724,0.22670985155691997,657259434580,516560279386.0598
